vs_link,vs_name,vs_id,ftm_name,ftm_id 
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Conservative & Republican Together Equals Results,45521939
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Conservative & Republican Together Equals Results (Carter Pac),24786464
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Conservative & Republican Together Equals Results Pac,18928133
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Conservative & Republican Together Equals Results Pac (Carter Pac),24791691
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Conservative & Republican Together Equals Results Pac Carte,45120320
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Conservative & Republicans Together Equals Results Pac (Carter Pac),24777256
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Conservative And Republican Together Equa Results Pac,37479115
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Conservative And Republican Together Equals Results Pac,37216927
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Conservative Republican Together Equals Results Pac,37124743
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Conservative Results,42601815
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Conservative Results Matter,46002757
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Conservatives & Republicans Together Equals Results Pac,37112567
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Counseling For Results,3136977
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Covert Results,54920072
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Covid Rapid Results Chicago,54282213
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Creative Results,40162571
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Creative Results,54855861
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Custom Results,53996512
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Definite Results,3288750
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Demand Results Llc,50223454
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Design Results Llc,8131141
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Direct Results,27984800
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Direct Results,49068768
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Direct Results Bsp Inc,54417457
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Direct Results Marketing Group,19529439
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Direct Results Media,42079274
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Doing Right - Results Action Unity Leadership Pac / Dr Raul Pac,28148090
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Doing Right Results Action Unity Leadership Pac Dr Raul Federal,51679232
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Doing Right-Results Action Unity,48573901
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Doing Right-Results Action Unity Leadership Federal,55702602
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Effective Results Services Llc,39503361
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Empower Results Llc,46415101
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,"End Results, Llc",38053865
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Engineering Results & Associates Inc,44826898
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Esaal(Results Count = 255) Bill No A442 A525 A531 A668 A714 A724 A725A A730 A731 A756 A763 A864 A882 A1036 A1118B A1191 A1198 A1205 A1250 A1288 A1359 A1371 A1402 A1514 A1666 A1680 A1718A A1721 A1723A A1724 A1732 A1802 A1807A A1834 A1843 A2037 A2047A A212,39484149
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Events With Results Llc,48070287
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Focus On Results,8322372
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Get Results,7202943
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Get Results Inc,7516024
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Get Results Inc Beth Stickles,7350606
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Gets Results,20603526
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Gets Results Inc,4695118
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Getting Results By Engaging Grassroots,52780689
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Getting Results By Engaging The Grassroots,52875807
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Getting Results By Engaging The Grassroots Greg,52783864
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Getting Results Inc,54998791
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Gg Getz Results,3471803
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Grade Results Inc,54465994
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,"Grade Results, Inc",27674285
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Hard Hats For Results,52993836
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Hr Results Inc,4026586
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Inspired Results Inc,15725060
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Leap Results Llc,54868867
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Limelight Results,44797494
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Maine Results,25754906
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Management Associated Results Co,16266511
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Management Associated Results Co,40619993
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Management Associated Results Co Inc,7014142
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Mcm Timing & Results Llc,42040547
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Melody Howe Weintraub Dba Winning Results,13475689
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Moveworth Consulting Lobbying Results,50030017
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Natural Resource Results Llc,39485210
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Net Results,47311232
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Net Results Strategic Planning Llc,2238561
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Networked Results,10894370
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,New Results Heating & Cooling,48380326
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Newgen Results Corp,15929014
NA;https://justfacts.votesmart.org/interest-group/3221/american-conservation-coalition,american conservation coalition,3221,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/2503/newtown-action-alliance,newtown action alliance,2503,Newtown Action Alliance,48130817
NA;https://justfacts.votesmart.org/interest-group/3108/jewish-democratic-council-of-america,jewish democratic council of america,3108,Jewish Democratic Council Of America,47283296
NA;https://justfacts.votesmart.org/interest-group/3108/jewish-democratic-council-of-america,jewish democratic council of america,3108,Jewish Democratic Council Of America,48124275
NA;https://justfacts.votesmart.org/interest-group/2784/the-people-for-bernie,the people for bernie,2784,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/3020/rootsaction,rootsaction,3020,Rootsaction,38060804
NA;https://justfacts.votesmart.org/interest-group/2708/southwest-regional-council-of-carpenters,southwest regional council of carpenters,2708,Southwest Regional Council Of Carpenters,20839
NA;https://justfacts.votesmart.org/interest-group/2708/southwest-regional-council-of-carpenters,southwest regional council of carpenters,2708,Southwest Regional Council Of Carpenters,54485896
NA;https://justfacts.votesmart.org/interest-group/1419/center-for-international-policy,center for international policy,1419,Center For International Policy,41730471
NA;https://justfacts.votesmart.org/interest-group/2594/america-first-action-super-pac,america first action super pac,2594,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/3068/new-journey-pac,new journey pac,3068,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/2663/american-womens-party,american womens party,2663,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/2894/western-growers,western growers,2894,American Pistachio Growers Fka Western Pistachio Association,43599504
NA;https://justfacts.votesmart.org/interest-group/2894/western-growers,western growers,2894,Western Colorado Wool Growers,44692954
NA;https://justfacts.votesmart.org/interest-group/2894/western-growers,western growers,2894,Western Growers Association,2834
NA;https://justfacts.votesmart.org/interest-group/2894/western-growers,western growers,2894,Western Growers Assurance Trust,32245545
NA;https://justfacts.votesmart.org/interest-group/2894/western-growers,western growers,2894,Western Growers Of California,10239883
NA;https://justfacts.votesmart.org/interest-group/2894/western-growers,western growers,2894,"Western Growers Pac, Nick Simonetta",52431831
NA;https://justfacts.votesmart.org/interest-group/2894/western-growers,western growers,2894,Western Growers Politica Action Committee-Federal,41529145
NA;https://justfacts.votesmart.org/interest-group/2894/western-growers,western growers,2894,Western Growers Political Action Co,42078018
NA;https://justfacts.votesmart.org/interest-group/2894/western-growers,western growers,2894,Western Growers Political Action Committee - Federal,24786781
NA;https://justfacts.votesmart.org/interest-group/2894/western-growers,western growers,2894,Western Growers-Arizona Corporation,46118933
NA;https://justfacts.votesmart.org/interest-group/2894/western-growers,western growers,2894,Western Growersitte,45238541
NA;https://justfacts.votesmart.org/interest-group/2894/western-growers,western growers,2894,Western Peanut Growers Association,43599730
NA;https://justfacts.votesmart.org/interest-group/2894/western-growers,western growers,2894,Western Peanut Growers Association,7363410
NA;https://justfacts.votesmart.org/interest-group/2894/western-growers,western growers,2894,Western Peanut Growers Association Political,43918344
NA;https://justfacts.votesmart.org/interest-group/2894/western-growers,western growers,2894,Western Peanut Growers Association Political Action Co,44028988
NA;https://justfacts.votesmart.org/interest-group/2487/teacherpac,teacherpac,2487,Teacherpac,20814843
NA;https://justfacts.votesmart.org/interest-group/2449/marijuana-policy-project-mpp,marijuana policy project mpp,2449,Mpp Foundation Fka Marijuana Policy Project,44956638
NA;https://justfacts.votesmart.org/interest-group/2121/proenglish,proenglish,2121,Proenglish,27659430
NA;https://justfacts.votesmart.org/interest-group/2121/proenglish,proenglish,2121,Proenglish,27685007
NA;https://justfacts.votesmart.org/interest-group/2121/proenglish,proenglish,2121,Proenglish,39507996
NA;https://justfacts.votesmart.org/interest-group/2121/proenglish,proenglish,2121,Proenglish,5066728
NA;https://justfacts.votesmart.org/interest-group/2253/friends-of-the-earth-action,friends of the earth action,2253,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/2184/dapac,dapac,2184,Dapac,8591959
NA;https://justfacts.votesmart.org/interest-group/2184/dapac,dapac,2184,Dapac,9083684
